Item LC 116;Descrição Item;NBS;DESCRIÇÃO NBS;PS ONEROSA? (S/N);ADQ EXTERIOR? (S/N);INDOP;Local incidência IBS;cClassTrib;nome cClassTrib;;
12.03;Espetáculos Circenses.;1.2502.20.00;Serviços de produção e apresentação de atuações artísticas ao vivo;;;40101;local do evento;200039;Fornecimento dos serviços e o licenciamento ou cessão dos direitos destinados às produções nacionais artísticas (Anexo X);;
;;;;;;;;000001;Situações tributadas integralmente pelo IBS e CBS.;;
12.04;Programas De Auditório.;1.2502.90.00;Serviços de apresentação e promoção de atuações artísticas e outros serviços de entretenimento ao vivo não classificados em subposições anteriores;;;40101;local do evento;200039;Fornecimento dos serviços e o licenciamento ou cessão dos direitos destinados às produções nacionais artísticas (Anexo X);;
;;;;;;;;000001;Situações tributadas integralmente pelo IBS e CBS.;;
12.05;Parques De Diversões, Centros De Lazer E Congêneres.;1.2504.21.00;Serviços de jardins botânico e zoológico ;;;30101;local da prestação;200048;Hotelaria, Parques de Diversão e Parques Temáticos;;
;;1.2504.22.00;Serviços de reserva natural, incluindo preservação de vida selvagem;;;;;;;;
;;1.2507.10.00;Serviços de parques temáticos de diversão;;;;;;;;
;;1.2507.90.00;Serviços de parques de diversão e atrações similares não classificados em subposições anteriores;;;;;;;;
12.06;Boates, taxi-dancing e congêneres.;1.2508.00.00;Serviços recreativos, culturais e desportivos não classificados em posições anteriores;;;030101;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;;;;;030102;;;;;
;;;;;;030103;;;;;
;;;;;;030104;;;;;
12.07;Shows, ballet, danças, desfiles, bailes, óperas, concertos, recitais, festivais e congêneres.;1.2502.20.00;Serviços de produção e apresentação de atuações artísticas ao vivo;;;40101;local do Evento;200039;Fornecimento dos serviços e o licenciamento ou cessão dos direitos destinados às produções nacionais artísticas (Anexo X);;
;;;;;;;;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.2502.90.00;Serviços de apresentação e promoção de atuações artísticas e outros serviços de entretenimento ao vivo não classificados em subposições anteriores;;;;;200039;Fornecimento dos serviços e o licenciamento ou cessão dos direitos destinados às produções nacionais artísticas (Anexo X);;
;;;;;;;;000001;Situações tributadas integralmente pelo IBS e CBS.;;
12.08;Feiras, exposições, congressos e congêneres.;1.1806.61.00;Serviços de assistência e organização de convenções ;;;40101;local do evento;200039;Fornecimento dos serviços e o licenciamento ou cessão dos direitos destinados às produções nacionais artísticas (Anexo X);;
;;;;;;;;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.1806.62.00;Serviços de assistência e organização de feiras de negócios;;;;;200039;Fornecimento dos serviços e o licenciamento ou cessão dos direitos destinados às produções nacionais artísticas (Anexo X);;
;;;;;;;;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.1806.63.00;Serviços de assistência e organização de exposições e outros eventos ;;;;;200039;Fornecimento dos serviços e o licenciamento ou cessão dos direitos destinados às produções nacionais artísticas (Anexo X);;
;;;;;;;;000001;Situações tributadas integralmente pelo IBS e CBS.;;
12.09;Bilhares, boliches e diversões eletrônicas ou não.;1.2505.90.00;Serviços desportivos e recreacionais desportivos não classificados em subposições anteriores;;;030101;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;;;;;030102;;;;;
;;;;;;030103;;;;;
;;;;;;030104;;;;;
;;1.2508.00.00;Serviços recreativos, culturais e desportivos não classificados em posições anteriores;;;030101;;;;;
;;;;;;030102;;;;;
;;;;;;030103;;;;;
;;;;;;030104;;;;;
12.10;Corridas e competições de animais.;1.2508.00.00;Serviços recreativos, culturais e desportivos não classificados em posições anteriores;;;030101;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;;;;;030102;;;;;
;;;;;;030103;;;;;
;;;;;;030104;;;;;
;;1.2505.10.00;Serviços de organização e promoção de eventos desportivos e recreacionais desportivos;;;030101;;;;;
;;;;;;030102;;;;;
;;;;;;030103;;;;;
;;;;;;030104;;;;;
12.11;Competições esportivas ou de destreza física ou intelectual, com ou sem a participação do espectador.;;Serviços de ingressos para eventos desportivos;;;030101;local da prestação;200042;Fornecimento de serviço de educação desportiva (art. 141. II);;
;;;;;;030102;;;;;
;;;;;;030103;;;;;
;;;;;;030104;;;;;
;;1.2505.20.00;Serviços de clubes desportivos;;;30101;local da prestação;;;;
;;;;;;030102;;;;;
;;;;;;030103;;;;;
;;;;;;030104;;;;;
;;;;;;30101;;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;;;;;030102;;;;;
;;;;;;030103;;;;;
;;;;;;030104;;;;;
;;1.2505.90.00;Serviços desportivos e recreacionais desportivos não classificados em subposições anteriores;;;30101;;;;;
;;;;;;030102;;;;;
;;;;;;030103;;;;;
;;;;;;030104;;;;;
;;1.2505.10.00;Serviços de organização e promoção de eventos desportivos e recreacionais desportivos;;;30101;;;;;
;;;;;;030102;;;;;
;;;;;;030103;;;;;
;;;;;;030104;;;;;
12.12;Execução de música.;1.2503.10.00;Serviços de atuação artística;;;030101;local da prestação;200039;Fornecimento dos serviços e o licenciamento ou cessão dos direitos destinados às produções nacionais artísticas (Anexo X);;
;;;;;;030102;;;;;
;;;;;;030103;;;;;
;;;;;;030104;;;;;
;;;;S;N;100301;Domicílio principal do adquirente;;;;
;;;;;;030101;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;;;;;030102;;;;;
;;;;;;030103;;;;;
;;;;;;030104;;;;;
;;;;S;N;100301;Domicílio principal do adquirente;;;;
12.13;Produção, mediante ou sem encomenda prévia, de eventos, espetáculos, entrevistas, shows, ballet , danças, desfiles, bailes, teatros, óperas, concertos, recitais, festivais e congêneres, inclusive programas de televisão, matérias jornalísticas ou publicitárias.;1.2501.21.00;Serviços de produção de programas de televisão, videoteipes e filmes;;;40101;local evento;200039;Fornecimento dos serviços e o licenciamento ou cessão dos direitos destinados às produções nacionais artísticas (Anexo X);;
;;;;;;;;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.2501.22.00;Serviços de produção de programas de rádio;;;;;200039;Fornecimento dos serviços e o licenciamento ou cessão dos direitos destinados às produções nacionais artísticas (Anexo X);;
;;;;;;;;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.2502.10.00;Serviços de organização e promoção de atuações artísticas ao vivo;;;;;200039;Fornecimento dos serviços e o licenciamento ou cessão dos direitos destinados às produções nacionais artísticas (Anexo X);;
;;;;;;;;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.2502.20.00;Serviços de produção e apresentação de atuações artísticas ao vivo;;;;;200039;Fornecimento dos serviços e o licenciamento ou cessão dos direitos destinados às produções nacionais artísticas (Anexo X);;
;;;;;;;;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.2502.30.00;Serviços de apoio para atuações artísticas ao vivo;;;;;200039;Fornecimento dos serviços e o licenciamento ou cessão dos direitos destinados às produções nacionais artísticas (Anexo X);;
;;;;;;;;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.2505.10.00;Serviços de organização e promoção de eventos desportivos e recreacionais desportivos;;;;;000001;Situações tributadas integralmente pelo IBS e CBS.;;
12.14;Fornecimento de música para ambientes fechados ou não, mediante transmissão por qualquer processo.;1.2502.90.00;Serviços de apresentação e promoção de atuações artísticas e outros serviços de entretenimento ao vivo não classificados em subposições anteriores;;;030101;local da prestação;200039;Fornecimento dos serviços e o licenciamento ou cessão dos direitos destinados às produções nacionais artísticas (Anexo X);;
;;;;;;030102;;;;;
;;;;;;030103;;;;;
;;;;;;030104;;;;;
;;;;S;N;100301;Domicílio principal do adquirente;;;;
;;;;;;030101;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;;;;;030102;;;;;
;;;;;;030103;;;;;
;;;;;;030104;;;;;
;;;;S;N;100301;Domicílio principal do adquirente;;;;
12.15;Desfiles de blocos carnavalescos ou folclóricos, trios elétricos e congêneres.;1.2502.90.00;Serviços de apresentação e promoção de atuações artísticas e outros serviços de entretenimento ao vivo não classificados em subposições anteriores;;;40101;local do evento;200039;Fornecimento dos serviços e o licenciamento ou cessão dos direitos destinados às produções nacionais artísticas (Anexo X);;
;;;;;;;;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.2502.20.00;Serviços de produção e apresentação de atuações artísticas ao vivo;;;;;200039;Fornecimento dos serviços e o licenciamento ou cessão dos direitos destinados às produções nacionais artísticas (Anexo X);;
;;;;;;;;000001;Situações tributadas integralmente pelo IBS e CBS.;;
12.16;Exibição de filmes, entrevistas, musicais, espetáculos, shows, concertos, desfiles, óperas, competições esportivas, de destreza intelectual ou congêneres.;1.2501.50.00;Serviços de projeção de filmes;S;N;100301;Domicílio principal do adquirente;200039;Fornecimento dos serviços e o licenciamento ou cessão dos direitos destinados às produções nacionais artísticas (Anexo X);;
;;;;;;;;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.2502.90.00;Serviços de apresentação e promoção de atuações artísticas e outros serviços de entretenimento ao vivo não classificados em subposições anteriores;;;;;200039;Fornecimento dos serviços e o licenciamento ou cessão dos direitos destinados às produções nacionais artísticas (Anexo X);;
;;;;;;;;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.2505.10.00;Serviços de organização e promoção de eventos desportivos e recreacionais desportivos;;;;;000001;Situações tributadas integralmente pelo IBS e CBS.;;
12.17;Recreação e animação, inclusive em festas e eventos de qualquer natureza.;1.2508.00.00;Serviços recreativos, culturais e desportivos não classificados em posições anteriores;;;30101;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;;;;;030102;;;;;
;;;;;;030103;;;;;
;;;;;;030104;;;;;
13.02;Fonografia ou gravação de sons, inclusive trucagem, dublagem, mixagem e congêneres.;1.2501.11.00;Serviços de gravação de som em estúdio;S;N;100301;Domicílio principal do adquirente;200039;Fornecimento dos serviços e o licenciamento ou cessão dos direitos destinados às produções nacionais artísticas (Anexo X);;
;;;;;;;;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.2501.12.00;Serviços de gravação de som ao vivo;;;;;200039;Fornecimento dos serviços e o licenciamento ou cessão dos direitos destinados às produções nacionais artísticas (Anexo X);;
;;;;;;;;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.2501.36.00;Serviços de legendas, títulos e dublagem em obras audiovisuais;;;;;200039;Fornecimento dos serviços e o licenciamento ou cessão dos direitos destinados às produções nacionais artísticas (Anexo X);;
;;;;;;;;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.2501.37.00;Serviços de projeto e edição de som em obras audiovisuais;;;;;200039;Fornecimento dos serviços e o licenciamento ou cessão dos direitos destinados às produções nacionais artísticas (Anexo X);;
;;;;;;;;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.2501.39.00;Serviços de pós-produção de obras audiovisuais não classificados em subposições anteriores;;;;;000001;Situações tributadas integralmente pelo IBS e CBS.;;
13.03;Fotografia e cinematografia, inclusive revelação, ampliação, cópia, reprodução, trucagem e congêneres.;1.1408.11.00;Serviços fotográficos de retratos;S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.1408.12.00;Serviços fotográficos e videográficos para propaganda;;;;;;;;
;;1.1408.13.00;Serviços fotográficos e videográficos de eventos;;;;;;;;
;;1.1408.14.00;Serviços fotográficos especiais ;;;;;;;;
;;1.1408.15.00;Serviços de restauração e retoque de fotografias ;;;;;;;;
;;1.1408.19.00;Serviços fotográficos e videográficos não classificados em subposições anteriores;;;;;;;;
;;1.1408.20.00;Serviços de processamento de fotografias;;;;;;;;
;;1.2101.23.00;Serviços de reprodução de mídia gravada;;;;;;;;
;;1.2501.31.00;Serviços de edição de obras audiovisuais;;;;;200039;Fornecimento dos serviços e o licenciamento ou cessão dos direitos destinados às produções nacionais artísticas (Anexo X);;
;;;;;;;;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.2501.32.00;Serviços de duplicação e transferência de obras audiovisuais;;;;;200039;Fornecimento dos serviços e o licenciamento ou cessão dos direitos destinados às produções nacionais artísticas (Anexo X);;
;;;;;;;;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.2501.33.00;Serviços de correção de cor e restauração digital de obras audiovisuais;;;;;200039;Fornecimento dos serviços e o licenciamento ou cessão dos direitos destinados às produções nacionais artísticas (Anexo X);;
;;;;;;;;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.2501.34.00;Serviços de efeitos visuais em obras audiovisuais;;;;;200039;Fornecimento dos serviços e o licenciamento ou cessão dos direitos destinados às produções nacionais artísticas (Anexo X);;
;;;;;;;;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.2501.35.00;Serviços de animação;;;;;200039;Fornecimento dos serviços e o licenciamento ou cessão dos direitos destinados às produções nacionais artísticas (Anexo X);;
;;;;;;;;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.2501.36.00;Serviços de legendas, títulos e dublagem em obras audiovisuais;;;;;200039;Fornecimento dos serviços e o licenciamento ou cessão dos direitos destinados às produções nacionais artísticas (Anexo X);;
;;;;;;;;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.2501.39.00;Serviços de pós-produção de obras audiovisuais não classificados em subposições anteriores;;;;;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.2501.90.00;Serviços de produção audiovisual, de apoio e relacionados não classificados em subposições anteriores;;;;;200039;Fornecimento dos serviços e o licenciamento ou cessão dos direitos destinados às produções nacionais artísticas (Anexo X);;
;;;;;;;;000001;Situações tributadas integralmente pelo IBS e CBS.;;
13.04;Reprografia, microfilmagem e digitalização.;1.1806.51.00;Serviços de fotocópias e outros serviços de reprodução de documentos;S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
13.05;Composição Gráfica, Inclusive Confecção De Impressos Gráficos, Fotocomposição, Clicheria, Zincografia, Litografia E Fotolitografia, Exceto Se Destinados A Posterior Operação De Comercialização Ou Industrialização, Ainda Que Incorporados, De Qualquer Forma, A Outra Mercadoria Que Deva Ser Objeto De Posterior Circulação, Tais Como Bulas, Rótulos, Etiquetas, Caixas, Cartuchos, Embalagens E Manuais Técnicos E De Instrução, Quando Ficarão Sujeitos Ao ICMS.;1.2101.10.00;Serviços de editoração;S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.2101.21.00;Serviços de impressão;;;;;;;;
;;1.2101.22.00;Serviços relacionados à impressão;;;;;;;;
14.01;Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).;1.2001.10.00;Serviços de manutenção e reparação de produtos metálicos, exceto maquinários e equipamentos;;;050101;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2001.20.00;Serviços de manutenção e reparação de computadores e seus periféricos e de maquinário para escritório;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2001.31.10;Serviços de manutenção e reparação de veículos rodoviários motorizados;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2001.31.20;Serviços de manutenção e reparação de veículos rodoviários não motorizados;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2001.32.00;Serviços de manutenção e reparação de veículos sobre trilhos;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2001.33.00;Serviços de manutenção e reparação de veículos aquaviários;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2001.34.10;Serviços de manutenção e reparação de aeronaves, exceto de motores, turborreatores e turbopropulsores aeronáuticos;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2001.34.20;Serviços de manutenção e reparação de motores, turborreatores e turbopropulsores aeronáuticos;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2001.34.30;Serviços de manutenção e reparação de foguetes e equipamentos aeroespaciais ;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2001.35.00;Serviços de manutenção e reparação de veículos militares;;;050101;;200044;Operações e prestações de serviços de segurança da informação e segurança cibernética desenvolvidos por sociedade que tenha sócio brasileiro (Anexo XI);;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2001.39.00;Serviços de manutenção e reparação de maquinários e equipamentos de transporte não classificados em subposições anteriores;;;050101;;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2001.40.00;Serviços de manutenção e reparação de plataformas, inclusive navios-plataforma, para extração de petróleo e gás;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2001.50.00;Serviços de manutenção e reparação de maquinários e equipamentos de uso industrial;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2001.60.00;Serviços de manutenção e reparação de maquinários e equipamentos de uso comercial;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2001.70.00;Serviços de manutenção e reparação de equipamentos e aparelhos de telecomunicações;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2001.81.00;Serviços de manutenção e reparação de aparelhos eletroeletrônicos domésticos;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2001.82.00;Serviços de manutenção e reparação de instrumentos e equipamentos médico-hospitalares, odontológicos, óticos e de precisão;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2001.83.00;Serviços de manutenção e reparação de equipamentos militares;;;050101;;200044;Operações e prestações de serviços de segurança da informação e segurança cibernética desenvolvidos por sociedade que tenha sócio brasileiro (Anexo XI);;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2001.89.00;Serviços de manutenção e reparação de outros maquinários e equipamentos não classificados em subposições anteriores;;;050101;;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2002.10.00;Serviços de manutenção e reparação de produtos de couro, calçados, malas e bolsas;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2002.20.00;Serviços de manutenção e reparação de relógios e joias;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2002.30.00;Serviços de manutenção e reparação de móveis;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2002.40.00;Serviços de manutenção de roupas e outros produtos têxteis ;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2002.90.00;Serviços de manutenção e reparação de outros bens de consumo não classificados em subposições anteriores;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.1803.29.00;Serviços especializados de limpeza não classificados em subposições anteriores;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
14.02;Assistência técnica.;1.2001.10.00;Serviços de manutenção e reparação de produtos metálicos, exceto maquinários e equipamentos;;;050101;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2001.20.00;Serviços de manutenção e reparação de computadores e seus periféricos e de maquinário para escritório;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2001.31.10;Serviços de manutenção e reparação de veículos rodoviários motorizados;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2001.31.20;Serviços de manutenção e reparação de veículos rodoviários não motorizados;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2001.32.00;Serviços de manutenção e reparação de veículos sobre trilhos;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2001.33.00;Serviços de manutenção e reparação de veículos aquaviários;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2001.34.10;Serviços de manutenção e reparação de aeronaves, exceto de motores, turborreatores e turbopropulsores aeronáuticos;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2001.34.20;Serviços de manutenção e reparação de motores, turborreatores e turbopropulsores aeronáuticos;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2001.34.30;Serviços de manutenção e reparação de foguetes e equipamentos aeroespaciais ;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2001.35.00;Serviços de manutenção e reparação de veículos militares;;;050101;;200044;Operações e prestações de serviços de segurança da informação e segurança cibernética desenvolvidos por sociedade que tenha sócio brasileiro (Anexo XI);;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2001.39.00;Serviços de manutenção e reparação de maquinários e equipamentos de transporte não classificados em subposições anteriores;;;050101;;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2001.40.00;Serviços de manutenção e reparação de plataformas, inclusive navios-plataforma, para extração de petróleo e gás;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2001.50.00;Serviços de manutenção e reparação de maquinários e equipamentos de uso industrial;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2001.60.00;Serviços de manutenção e reparação de maquinários e equipamentos de uso comercial;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2001.70.00;Serviços de manutenção e reparação de equipamentos e aparelhos de telecomunicações;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2001.81.00;Serviços de manutenção e reparação de aparelhos eletroeletrônicos domésticos;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2001.82.00;Serviços de manutenção e reparação de instrumentos e equipamentos médico-hospitalares, odontológicos, óticos e de precisão;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2001.83.00;Serviços de manutenção e reparação de equipamentos militares;;;050101;;200044;Operações e prestações de serviços de segurança da informação e segurança cibernética desenvolvidos por sociedade que tenha sócio brasileiro (Anexo XI);;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2001.89.00;Serviços de manutenção e reparação de outros maquinários e equipamentos não classificados em subposições anteriores;;;050101;;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2002.10.00;Serviços de manutenção e reparação de produtos de couro, calçados, malas e bolsas;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2002.20.00;Serviços de manutenção e reparação de relógios e joias;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2002.30.00;Serviços de manutenção e reparação de móveis;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2002.40.00;Serviços de manutenção de roupas e outros produtos têxteis ;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2002.90.00;Serviços de manutenção e reparação de outros bens de consumo não classificados em subposições anteriores;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
14.03;Recondicionamento de motores (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).;1.2001.31.10;Serviços de manutenção e reparação de veículos rodoviários motorizados;;;050101;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
14.04;Recauchutagem ou regeneração de pneus.;1.2002.90.00;Serviços de manutenção e reparação de outros bens de consumo não classificados em subposições anteriores;;;050101;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
14.05;Restauração, Recondicionamento, Acondicionamento, Pintura, Beneficiamento, Lavagem, Secagem, Tingimento, Galvanoplastia, Anodização, Corte, Recorte, Plastificação, Costura, Acabamento, Polimento E Congêneres De Objetos Quaisquer. (Redação Dada Pela Lei Complementar Nº 157, De 2016);1.1804.00.00;Serviços de acondicionamento e empacotamento;;;050101;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2002.90.00;Serviços de manutenção e reparação de outros bens de consumo não classificados em subposições anteriores;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
14.06;Instalação E Montagem De Aparelhos, Máquinas E Equipamentos, Inclusive Montagem Industrial, Prestados Ao Usuário Final, Exclusivamente Com Material Por Ele Fornecido.;1.0106.12.00;Serviços de instalação de alarmes contra incêndio;;;050101;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.0106.13.00;Serviços de instalação de sistemas de alarmes antifurto;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.0106.14.00;Serviços de instalação de antenas residenciais;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.0106.31.00;Serviços de instalação de equipamentos de aquecimento;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.0106.32.00;Serviços de instalação de equipamentos de ventilação e de ar condicionado;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.0106.40.00;Serviços de instalação de gás;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.0106.90.00;Serviços de instalação não classificados em subposições anteriores;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.0107.60.00;Serviços de instalação de cercas e grades;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2003.10.00;Serviços de instalação de produtos metálicos, exceto maquinário e equipamentos;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
